model_alias,model_id,experiment_id,run_id,task_direction,corpus_config,doc_template,query_instruction_variant_original,query_instruction_group,query_instruction_text,doc_prefix,summary_generator,summary_model_id,summary_prompt_variant,eval_n,old_mrr_at_10,old_r_at_1,old_r_at_5,old_r_at_10,artifact_available,artifact_depth,can_recalculate_from_artifact,needs_model_rerun,notes,source_file
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__conceptual_abstract__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,conceptual_abstract,709,0.267312,0.174894,0.366714,0.452750,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__cot_proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,cot_proverb,709,0.209693,0.129760,0.287729,0.379408,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__direct_moral__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,direct_moral,709,0.275715,0.188999,0.358251,0.452750,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,proverb,709,0.198862,0.117066,0.276446,0.351199,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__thinking_cot_proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,thinking_cot_proverb,709,0.010028,0.001410,0.007052,0.014104,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-31B__thinking_direct_moral__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-31B,,thinking_direct_moral,709,0.010028,0.001410,0.007052,0.014104,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__conceptual_abstract__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,conceptual_abstract,709,0.116666,0.056417,0.162200,0.236953,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__cot_proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,cot_proverb,709,0.134819,0.078984,0.170663,0.235543,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__direct_moral__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,direct_moral,709,0.159305,0.093089,0.218618,0.286319,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,proverb,709,0.131735,0.074753,0.173484,0.245416,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__thinking_cot_proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,thinking_cot_proverb,709,0.176150,0.083216,0.265162,0.351199,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E2B__thinking_direct_moral__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E2B,,thinking_direct_moral,709,0.171380,0.080395,0.246827,0.346968,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__conceptual_abstract__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,conceptual_abstract,709,0.210468,0.128350,0.290550,0.369535,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__cot_proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,cot_proverb,709,0.209671,0.128350,0.283498,0.361072,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__direct_moral__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,direct_moral,709,0.181042,0.111425,0.249647,0.321580,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,proverb,709,0.132270,0.074753,0.179126,0.231312,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__thinking_cot_proverb__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,thinking_cot_proverb,709,0.163084,0.097320,0.221439,0.276446,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,exp_13,Qwen3-Embedding-8B__gemma4-E4B__thinking_direct_moral__summary_only,moral_to_fable,summary_only,{generated_summary},generic,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,gemma4-E4B,,thinking_direct_moral,709,0.232045,0.143865,0.315938,0.410437,aggregate_only_generated_summaries_not_local,,no,eval_only_or_pull_summaries,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
sfr-mistral,Salesforce/SFR-Embedding-Mistral,exp_02,sfr-mistral__general,moral_to_fable,raw,{fable},general,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,,,,709,0.178017,0.112835,0.241185,0.311707,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
sfr-mistral,Salesforce/SFR-Embedding-Mistral,exp_02,sfr-mistral__no_instr,moral_to_fable,raw,{fable},no_instr,no_instr,,,,,,709,0.156188,0.095910,0.212976,0.259520,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
sfr-mistral,Salesforce/SFR-Embedding-Mistral,exp_02,sfr-mistral__specific,moral_to_fable,raw,{fable},specific,specific,"Instruct: Given a moral principle or lesson, retrieve the fable that illustrates it\nQuery: ",,,,,709,0.100143,0.056417,0.129760,0.174894,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
stella-1.5b,NovaSearch/stella_en_1.5B_v5,exp_02,stella-1.5b__no_instr,moral_to_fable,raw,{fable},no_instr,no_instr,,,,,,709,0.144757,0.086037,0.194640,0.242595,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
stella-1.5b,NovaSearch/stella_en_1.5B_v5,exp_02,stella-1.5b__prompted,moral_to_fable,raw,{fable},prompted,prompt_name,prompt_name: s2p_query,,,,,709,0.168635,0.107193,0.203103,0.286319,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
tart,orionweller/tart-dual-contriever-msmarco,exp_02,tart__no_instr,moral_to_fable,raw,{fable},no_instr,no_instr,,,,,,709,0.084350,0.046544,0.101551,0.148096,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
tart,orionweller/tart-dual-contriever-msmarco,exp_02,tart__specific,moral_to_fable,raw,{fable},specific,specific,Retrieve a fable that illustrates the following moral [SEP] ,,,,,709,0.067345,0.032440,0.087447,0.122708,full_rankings,709,yes,no,Raw fable zero-shot sweep.,results/runs/2026-03-15_combined_v2/results.csv
