status,scope,experiment_id,experiment_name,run_id,run_date,result_level,task_direction,retrieval_backend,retrieval_model,retrieval_model_id,generator_model,generator_model_id,training_data,n_train,train_doc_mode,eval_doc_mode,corpus_config,corpus_type,instruction_variant,prompt_variant,folds,eval_n,MRR@10,R@1,R@5,R@10,NDCG@10,Mean_Rank,Median_Rank,R@50,NDCG@50,notes,source_file
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__fable_direct__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,fable_direct,fable_direct,fable + direct_moral summary,default,,,709,0.222608,0.145275,0.291961,0.362482,0.245994,122.67,28,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__fable_direct__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,fable_direct,fable_direct,fable + direct_moral summary,generic,,,709,0.208922,0.133992,0.276446,0.339915,0.230444,133.84,34,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__raw__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,raw,raw,raw fable text only,default,,,709,0.093338,0.053597,0.124118,0.152327,0.099116,210.52,147,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__raw__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,raw,raw,raw fable text only,generic,,,709,0.090448,0.055007,0.115656,0.146685,0.095743,213.98,153,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__summary_fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",default,,,709,0.279467,0.197461,0.362482,0.438646,0.309119,100.38,19,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__summary_fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",generic,,,709,0.262288,0.184767,0.337094,0.393512,0.285133,112.08,29,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__summary_only_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),default,,,709,0.230043,0.157969,0.294781,0.358251,0.25216,126.96,39,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large__summary_only_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large,intfloat/multilingual-e5-large,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),generic,,,709,0.241444,0.170663,0.314528,0.365303,0.26346,134.54,41,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__fable_abstract__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,default,,,709,0.231134,0.155148,0.310296,0.373766,0.256177,121.22,31,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__fable_abstract__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,generic,,,709,0.252979,0.16079,0.351199,0.414669,0.28399,115.34,25,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,default,,,709,0.239634,0.166432,0.317348,0.389281,0.266752,125.44,31,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,generic,,,709,0.251579,0.179126,0.324401,0.397743,0.277914,118.78,27,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__fable_direct__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,fable_direct,fable_direct,fable + direct_moral summary,default,,,709,0.238617,0.159379,0.310296,0.396333,0.267661,122.2,30,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__fable_direct__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,fable_direct,fable_direct,fable + direct_moral summary,generic,,,709,0.254043,0.173484,0.334274,0.424542,0.286458,115.07,22,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__raw__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,raw,raw,raw fable text only,default,,,709,0.088987,0.046544,0.125529,0.163611,0.098378,220.48,161,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__raw__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,raw,raw,raw fable text only,generic,,,709,0.090142,0.043724,0.122708,0.170663,0.100618,201.41,137,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__summary_fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",default,,,709,0.267789,0.188999,0.345557,0.414669,0.294067,108.05,21,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__summary_fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",generic,,,709,0.278849,0.187588,0.373766,0.459803,0.313312,92.56,16,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__summary_only_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),default,,,709,0.222179,0.155148,0.28914,0.352609,0.245329,137.2,48,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Multilingual-E5-large-instruct__summary_only_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Multilingual-E5-large-instruct,intfloat/multilingual-e5-large-instruct,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),generic,,,709,0.270427,0.19464,0.330042,0.416079,0.297055,113.97,25,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__fable_abstract__default,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,default,,,709,0.225653,0.146685,0.297602,0.359661,0.247745,110.86,31,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__fable_abstract__generic,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,generic,,,709,0.105723,0.060649,0.133992,0.186178,0.115425,178.57,102,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,default,,,709,0.220586,0.145275,0.286319,0.359661,0.244606,119.42,35,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,generic,,,709,0.101078,0.057828,0.119887,0.186178,0.11149,180.5,102,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__fable_direct__default,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,fable_direct,fable_direct,fable + direct_moral summary,default,,,709,0.219189,0.136812,0.299013,0.359661,0.24305,118.03,32,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__fable_direct__generic,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,fable_direct,fable_direct,fable + direct_moral summary,generic,,,709,0.104235,0.056417,0.139633,0.196051,0.116551,178.74,98,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__raw__default,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,raw,raw,raw fable text only,default,,,709,0.082476,0.040903,0.111425,0.150917,0.089623,197.11,132,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__raw__generic,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,raw,raw,raw fable text only,generic,,,709,0.038727,0.018336,0.043724,0.06347,0.037468,261.64,230,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__summary_fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",default,,,709,0.252393,0.172073,0.327221,0.38646,0.275716,110.31,27,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__summary_fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",generic,,,709,0.125214,0.078984,0.165021,0.215797,0.138421,178.48,103,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__summary_only_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),default,,,709,0.236206,0.159379,0.308886,0.365303,0.258986,138.03,35,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Nomic-Embed-v2-MoE__summary_only_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Nomic-Embed-v2-MoE,nomic-ai/nomic-embed-text-v2-moe,,,,,,summary_only_cot,summary_only_cot,cot_proverb summary only (no fable),generic,,,709,0.167394,0.119887,0.205924,0.246827,0.178248,177.11,93,,,template={cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Qwen3-Embedding-0.6B__fable_abstract__default,2026-04-28,full_709,moral_to_fable,embedding,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,default,,,709,0.256111,0.166432,0.344147,0.425952,0.286442,81.58,17,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Qwen3-Embedding-0.6B__fable_abstract__generic,2026-04-28,full_709,moral_to_fable,embedding,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,,,,,,fable_abstract,fable_abstract,fable + conceptual_abstract summary,generic,,,709,0.293502,0.19323,0.397743,0.472496,0.326798,71.18,13,,,template={fable}\n\nMoral summary: {conceptual_abstract},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Qwen3-Embedding-0.6B__fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,default,,,709,0.235567,0.155148,0.317348,0.38787,0.261268,92.51,23,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Qwen3-Embedding-0.6B__fable_cot__generic,2026-04-28,full_709,moral_to_fable,embedding,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,,,,,,fable_cot,fable_cot,fable + cot_proverb summary,generic,,,709,0.263401,0.16079,0.38787,0.445698,0.297706,79.99,15,,,template={fable}\n\nMoral summary: {cot_proverb},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Qwen3-Embedding-0.6B__fable_direct__default,2026-04-28,full_709,moral_to_fable,embedding,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,,,,,,fable_direct,fable_direct,fable + direct_moral summary,default,,,709,0.25588,0.165021,0.348378,0.425952,0.285969,83.3,17,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Qwen3-Embedding-0.6B__fable_direct__generic,2026-04-28,full_709,moral_to_fable,embedding,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,,,,,,fable_direct,fable_direct,fable + direct_moral summary,generic,,,709,0.282671,0.184767,0.389281,0.469676,0.317373,69.72,12,,,template={fable}\n\nMoral summary: {direct_moral},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Qwen3-Embedding-0.6B__raw__default,2026-04-28,full_709,moral_to_fable,embedding,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,,,,,,raw,raw,raw fable text only,default,,,709,0.087977,0.050776,0.108604,0.142454,0.091675,185.1,131,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Qwen3-Embedding-0.6B__raw__generic,2026-04-28,full_709,moral_to_fable,embedding,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,,,,,,raw,raw,raw fable text only,generic,,,709,0.105336,0.056417,0.138223,0.184767,0.11388,155.13,89,,,template={fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
completed,MORABLES,exp_12,Zero-shot comprehensive grid,Qwen3-Embedding-0.6B__summary_fable_cot__default,2026-04-28,full_709,moral_to_fable,embedding,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,,,,,,summary_fable_cot,summary_fable_cot,"cot_proverb first, then fable (reversed order)",default,,,709,0.25576,0.174894,0.325811,0.410437,0.282711,92.42,22,,,template=Moral summary: {cot_proverb}\n\n{fable},experiments/12_zero_shot_comprehensive/results/zero_shot_comprehensive.csv
