similarity,tier,moral_a,fable_a_id,fable_a_title,moral_b,fable_b_id,fable_b_title
0.8284,medium,To be satisfied with one's lot is better than to desire something which one is not fitted to receive.,fable_0005,The Ass and the Lapdog,It is better to live in self-sufficient poverty than to be tormented by the worries of wealth.,fable_0252,The City Mouse And The Country Mouse
0.8284,medium,Do not boast to have something you do not.,fable_0271,"The Crow, The Eagle And The Feathers",Do not ask for more than you deserve.,fable_0515,Mercury And The Two Women
0.8283,medium,Seize opportunities when they arise.,fable_0179,Opportunity,Take what you can get when you can get it.,fable_0306,The Wolf And The Sleeping Dog
0.8283,medium,People who do harm to others destroy themselves in the bargain.,fable_0390,The Frog And The Mouse,"It is often the case that people are greedy for things which they think will bring them honour, but which only result in their death and destruction.",fable_0401,Jupiter And The Hare
0.8283,medium,Enemies' promises were made to be broken.,fable_0082,The Nurse and the Wolf,An enemy in disguise is much more unforgivable than an open enemy.,fable_0687,A Sheep-Biter Hang'd
0.8282,medium,The man who talks for both sides is not to be trusted by either.,fable_0074,The Man and the Satyr,An alliance made with the high and mighty can never be trusted.,fable_0257,"The Lion, The Cow, The She-Goat And The Sheep"
0.8282,medium,Some may choose mutual destruction over continued suffering.,fable_0474,The Snake And The Wasp,Some would rather fight than not.,fable_0506,The Dolphins And The Whales
0.8282,medium,Beware of when the powerful and the deceitful collaborate.,fable_0236,"The Night-Owl, The Cat And The Mouse",An alliance made with the high and mighty can never be trusted.,fable_0257,"The Lion, The Cow, The She-Goat And The Sheep"
0.8282,medium,You will only injure yourself if you take notice of despicable enemies.,fable_0012,The Bald Man and the Fly,Vicious people cannot resist hurting others even when it is not in their own interests,fable_0089,The Scorpion and the Frog
0.8281,medium,The word of a wicked man can never be trusted.,fable_0531,The Wolf And The Donkey,"Men who are wickedly inclined will not stop their vicious behavior, no matter who urges them to do so.",fable_0689,An Incorrigible Son
0.8281,medium,Vicious people cannot resist hurting others even when it is not in their own interests,fable_0089,The Scorpion and the Frog,Only untrustworthy people blame the consequences of their own actions on others.,fable_0648,An Old Woman and the Devil
0.8281,medium,True value comes from usefulness.,fable_0153,The Gods And Their Trees,Quality is more valuable than quantity.,fable_0377,The Sow And The Lioness
0.8281,medium,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog",One should never trust those with a history of deceit.,fable_0459,The Wolf And The Shepherd
0.8281,medium,Old friends should not be sacrificed for new ones.,fable_0049,The Goatherd and the Wild Goats,Do not take pride in the good qualities that actually belong to someone else.,fable_0307,The Wolf And The Dog In Pursuit
0.8280,medium,Do not harm your benefactors.,fable_0282,The Deer And The Vine,Do not be in a hurry to change one evil for another.,fable_0503,The Oxen And The Butcher
0.8280,medium,We should do favours for someone who can do us a good deed in return.,fable_0367,"The Man, The Mare And The Foal",We must make friends in prosperity if we would have their help in adversity.,fable_0528,The Kite And His Mother
0.8278,medium,Enemies' promises are made to be broken.,fable_0080,The Mother and the Wolf,"Sometimes, those you support become your worst enemy.",fable_0465,The Thief And The Lamp
0.8278,medium,Do not give up friends for foes.,fable_0312,"The Wolves, The Sheep And The Dogs",True friends are hard to come by.,fable_0694,A Man had a mind to try his Friends
0.8278,medium,Vicious people cannot resist hurting others even when it is not in their own interests,fable_0089,The Scorpion and the Frog,No one is so loving of a friend that they would not prefer their own good to that of another.,fable_0672,A Woman that would needs Die for her Husband
0.8277,medium,Vicious people cannot resist hurting others even when it is not in their own interests,fable_0089,The Scorpion and the Frog,A wicked person deservedly comes to a bad end by keeping company with other wicked people.,fable_0372,The Snake And The Thorn Bush
0.8277,medium,Boast of one thing and you will be found lacking in that and a few other things as well.,fable_0439,The Mole And The Frankincense,No one should boast when his prowess is a matter of mere circumstance.,fable_0519,The Ram And The Wolf
0.8277,medium,"It is better to be injured with impunity, than to put ourselves in the power of another.",fable_0548,The Horse and the Wild Boar,We should not pick fights with people stronger than we are.,fable_0688,A Bull and a Ram
0.8276,medium,Greed can lead to ruin.,fable_0305,The Dog And The Treasure,"A bad man can come to ruin, but he is able to harm many other people first.",fable_0544,The Man And The Sword
0.8276,medium,To be satisfied with one's lot is better than to desire something which one is not fitted to receive.,fable_0005,The Ass and the Lapdog,Those who are not content with what they have may end up losing it while pursuing greater desires.,fable_0279,"The Lion, The Hare And The Deer"
0.8275,medium,Easy gains often come with hidden costs and hardships.,fable_0394,Hermes And The Earth,Trouble awaits you if you pursue ill-gotten gains.,fable_0536,The Shepherd And The Honeybees
0.8275,medium,Do not trust the wicked.,fable_0121,The Abbot And The Flea,Even the favours of wicked people are frightening.,fable_0475,Zeus And The Snake
0.8275,medium,Appearances are deceptive.,fable_0001,The Ant and the Chrysalis,"Fine clothes may disguise, but silly words will disclose a fool.",fable_0008,The Ass in the Lion's Skin
0.8275,medium,Look before you leap.,fable_0045,The Fox and the Goat,Consider carefully before changing your situation.,fable_0046,The Fox and the Hedgehog
0.8274,medium,Do no overestimate your worth when your fate rests in the hands of the high and the mighty.,fable_0143,The Clay Pot And The Rain,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,fable_0163,The Eagle And The Fox
0.8274,medium,No one can be a friend if you know not whether to trust or distrust him.,fable_0309,The Dog And The Hare,Never trust a known deceiver.,fable_0594,"The Lion, The Fox and the Deer"
0.8274,medium,Trust is not to be given lightly.,fable_0296,The Wolves And The Dogs,No one can be a friend if you know not whether to trust or distrust him.,fable_0309,The Dog And The Hare
0.8274,medium,"There is no believing a liar, even when he speaks the truth.",fable_0094,The Shepherd's Boy and the Wolf,The word of a wicked man can never be trusted.,fable_0531,The Wolf And The Donkey
0.8274,medium,He who competes with his superiors destroys himself before he can equal them.,fable_0342,The Earthworm And The Snake,Degrading your opponents only diminishes your own victory.,fable_0618,Aesop and the Athlete
0.8274,medium,Don't take on more than you can accomplish.,fable_0508,The Jackdaw And The Eagle,Don't be greedy.,fable_0565,The Swollen Fox
0.8273,medium,One man's pleasure may be another's pain.,fable_0020,The Boys and the Frogs,Sometimes one man toils while another profits.,fable_0193,The Lion And The Bear
0.8273,medium,"Pay attention to deeds, not words.",fable_0534,The Bird Catcher And The Cricket,"The meaning is to be considered, not the mere words.",fable_0557,The signification of the Punishments of Tartarus
0.8273,medium,A wicked person deservedly comes to a bad end by keeping company with other wicked people.,fable_0372,The Snake And The Thorn Bush,The conflicts of the wicked are the protection of the good.,fable_0705,Pigeons Reconcile the Hawks
0.8273,medium,Consider carefully before changing your situation.,fable_0046,The Fox and the Hedgehog,Consider all before you judge.,fable_0602,The Sheep and The Dog
0.8272,medium,The man who treats others well is rewarded by gratitude.,fable_0533,"The Snake, The Eagle And The Farmer",Often there is more good to be found in one man than in a crowd of people.,fable_0540,The Mother And Her Three Daughters
0.8272,medium,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog",Do not give up friends for foes.,fable_0312,"The Wolves, The Sheep And The Dogs"
0.8271,medium,Happy is the man who learns from the misfortunes of others.,fable_0068,"The Lion, the Fox, and the Ass",The man who treats others well is rewarded by gratitude.,fable_0533,"The Snake, The Eagle And The Farmer"
0.8271,medium,Don't take your friends for foes.,fable_0194,The Bees And The Beekeeper,Do not take pride in the good qualities that actually belong to someone else.,fable_0307,The Wolf And The Dog In Pursuit
0.8271,medium,Do not let anything turn you from your purpose.,fable_0421,"The Kid, The Wolf And The Flute",Do not attempt to hide things which cannot be hid.,fable_0526,The Goatherd And The Goat
0.8271,medium,Never put yourself in your enemy's clutches.,fable_0101,The Tortoise and the Birds,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog
0.8270,medium,Experience often provides clearer insight than empty predictions.,fable_0133,Aesop And The Soothsayers,Experience teaches valuable lessons and encourages caution.,fable_0232,The Butcher And The Dog
0.8270,medium,Enemies' promises are made to be broken.,fable_0080,The Mother and the Wolf,Traitors may expect treachery.,fable_0315,"The Fox, The Donkey And The Lion"
0.8270,medium,Those who seek to please everybody please nobody.,fable_0187,The Bald Man And His Two Mistresses,You can't please everybody.,fable_0277,The Woman And Her Two Daughters
0.8270,medium,We had better bear our troubles bravely than try to escape them.,fable_0357,"The Father, The Son And The Lion",There is no easy choice during desperate times.,fable_0608,The fisherman and the octopus
